1, 0, 0, -2, 5, 3
1, -0.0842128, 0.0293948, -2, 5, 0
1, -0.0555115, 0.0738531, -2, 5, 0
1, -0.0742619, 0.0643947, -2, 5, 0
1, -0.0936913, -0.103011, -2, 5, 0
1, -0.091669, -0.0983863, -2, 5, 0
1, -0.0644405, -0.277773, -2, 5, 0
1, -0.0645349, -0.0544401, -2, 5, 0
1, -0.0398064, -0.0178556, -2, 5, 0
1, 0.155536, -0.167114, -2, 5, 0
1, 0.145944, -0.0567461, -2, 5, 0
1, 0.0903389, 0.0438873, -2, 5, 0
1, 0.0964264, 0.169427, -2, 5, 0
1, 0.191981, 0.36514, -2, 5, 0
1, 0.407124, 0.453421, -2, 5, 0
1, 0.398078, 0.479829, -2, 5, 0
1, 0.30126, 0.462821, -2, 5, 0
1, 0.456963, 0.456466, -2, 5, 0
1, 0.444216, 0.525365, -2, 5, 0
1, 0.422715, 0.474062, -2, 5, 0
1, 0.378468, 0.430687, -2, 5, 0
1, 0.52421, 0.379513, -2, 5, 0
1, 0.478184, 0.288363, -2, 5, 0
1, 0.535028, 0.144214, -2, 5, 0
1, 0.574589, 0.0861857, -2, 5, 0
1, 0.604115, 0.13262, -2, 5, 0
1, 0.539958, 0.152129, -2, 5, 0
1, 0.320967, 0.163251, -2, 5, 0
1, 0.215079, 0.0660088, -2, 5, 0
1, 0.221244, 0.0115522, -2, 5, 0
1, 0.273852, 0.14466, -2, 5, 0
1, 0.248192, 0.162338, -2, 5, 0
1, 0.179266, 0.143817, -2, 5, 0
1, 0.154315, 0.136423, -2, 5, 0
1, 0.156603, 0.225527, -2, 5, 0
1, 0.0831859, 0.163047, -2, 5, 0
1, 0.177471, 0.0687048, -2, 5, 0
1, 0.176388, 0.0148265, -2, 5, 0
1, 0.0179676, 0.0758188, -2, 5, 0
1, 0.159016, -0.0603492, -2, 5, 0
1, -0.0334946, -0.219194, -2, 5, 0
1, -0.0579457, -0.301675, -2, 5, 0
1, 0.0750401, -0.372433, -2, 5, 0
1, -0.0107446, -0.326476, -2, 5, 0
1, -0.00761606, -0.413837, -2, 5, 0
1, 0.0639692, -0.460157, -2, 5, 0
1, 0.075174, -0.333326, -2, 5, 0
1, 0.164831, -0.376943, -2, 5, 0
1, 0.104771, -0.301805, -2, 5, 0
1, 0.143393, -0.295304, -2, 5, 0
1, 0.152993, -0.207421, -2, 5, 0
1, 0.392987, -0.146921, -2, 5, 0
1, 0.451142, -0.173843, -2, 5, 0
1, 0.476238, -0.142062, -2, 5, 0
1, 0.40512, -0.354712, -2, 5, 0
1, 0.484011, -0.378863, -2, 5, 0
1, 0.390182, -0.353699, -2, 5, 0
1, 0.116051, -0.545739, -2, 5, 0
1, 0.156577, -0.570314, -2, 5, 0
1, 0.244368, -0.596537, -2, 5, 0
1, 0.16348, -0.659201, -2, 5, 0
1, 0.165334, -0.826599, -2, 5, 0
1, 0.335423, -0.852195, -2, 5, 0
1, 0.390629, -0.707999, -2, 5, 0
1, 0.407174, -0.661429, -2, 5, 0
1, 0.39875, -0.637785, -2, 5, 0
1, 0.30534, -0.652882, -2, 5, 0
1, 0.351296, -0.492472, -2, 5, 0
1, 0.269093, -0.365843, -2, 5, 0
1, 0.245442, -0.364691, -2, 5, 0
1, 0.272371, -0.510894, -2, 5, 0
1, 0.139699, -0.415237, -2, 5, 0
1, 0.28638, -0.399177, -2, 5, 0
1, 0.173067, -0.495355, -2, 5, 0
1, 0.128467, -0.400949, -2, 5, 0
1, 0.0682401, -0.359579, -2, 5, 0
1, 0.128513, -0.443489, -2, 5, 0
1, 0.142319, -0.300424, -2, 5, 0
1, -0.00525002, -0.326862, -2, 5, 0
1, 0.11939, -0.516327, -2, 5, 0
1, 0.239081, -0.464855, -2, 5, 0
1, 0.0796457, -0.483472, -2, 5, 0
1, -0.0738867, -0.25125, -2, 5, 0
1, 0.0150806, -0.272152, -2, 5, 0
1, 0.0418639, -0.265033, -2, 5, 0
1, 0.0430084, -0.141607, -2, 5, 0
1, 0.404181, -0.160785, -2, 5, 0
1, 0.397093, -0.0537161, -2, 5, 0
1, 0.241328, -0.0465447, -2, 5, 0
1, 0.219636, 0.0945207, -2, 5, 0
